tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
915,6/1/2013 8:33,6/1/2013 8:49,432,E 7 St & Avenue A,40.72621788,-73.98379855,485,W 37 St & 5 Ave,40.75038009,-73.98338988,16179,Subscriber,1984,1
2267,6/1/2013 8:34,6/1/2013 9:11,523,W 38 St & 8 Ave,40.75466591,-73.99138152,503,E 20 St & Park Ave,40.73827428,-73.98751968,19399,Subscriber,1986,1
534,6/1/2013 8:34,6/1/2013 8:43,330,Reade St & Broadway,40.71450451,-74.00562789,309,Murray St & West St,40.7149787,-74.013012,17355,Subscriber,1979,1
628,6/1/2013 8:34,6/1/2013 8:45,462,W 22 St & 10 Ave,40.74691959,-74.00451887,516,E 47 St & 1 Ave,40.75206862,-73.96784384,20329,Subscriber,1973,2
986,6/1/2013 8:34,6/1/2013 8:51,345,W 13 St & 6 Ave,40.73649403,-73.99704374,525,W 34 St & 11 Ave,40.75594159,-74.0021163,20037,Subscriber,1968,1
330,6/1/2013 8:35,6/1/2013 8:41,270,Adelphi St & Myrtle Ave,40.69308257,-73.97178913,271,Ashland Pl & Hanson Pl,40.68522672,-73.97800148,17326,Subscriber,1968,1
661,6/1/2013 8:36,6/1/2013 8:47,453,W 22 St & 8 Ave,40.74475148,-73.99915362,497,E 17 St & Broadway,40.73704984,-73.99009296,17578,Customer,NULL,0
624,6/1/2013 8:37,6/1/2013 8:47,453,W 22 St & 8 Ave,40.74475148,-73.99915362,497,E 17 St & Broadway,40.73704984,-73.99009296,18187,Subscriber,1980,1
407,6/1/2013 8:37,6/1/2013 8:44,238,Bank St & Washington St,40.7361967,-74.00859207,459,W 20 St & 11 Ave,40.746745,-74.007756,19799,Subscriber,1969,1
949,6/1/2013 8:37,6/1/2013 8:53,358,Christopher St & Greenwich St,40.73291553,-74.00711384,268,Howard St & Centre St,40.71910537,-73.99973337,17062,Subscriber,1986,2
1934,6/1/2013 8:37,6/1/2013 9:10,519,Pershing Square North,40.751873,-73.977706,519,Pershing Square North,40.751873,-73.977706,15138,Subscriber,1970,1
396,6/1/2013 8:38,6/1/2013 8:45,147,Greenwich St & Warren St,40.71542197,-74.01121978,NULL,NULL,NULL,NULL,15353,Subscriber,1985,1
1537,6/1/2013 8:39,6/1/2013 9:04,487,E 20 St & FDR Drive,40.73314259,-73.97573881,447,8 Ave & W 52 St,40.76370739,-73.9851615,20087,Subscriber,1962,1
2105,6/1/2013 8:39,6/1/2013 9:14,512,W 29 St & 9 Ave,40.7500727,-73.99839279,531,Forsyth St & Broome St,40.71893904,-73.99266288,18155,Subscriber,1968,1
521,6/1/2013 8:40,6/1/2013 8:48,462,W 22 St & 10 Ave,40.74691959,-74.00451887,402,Broadway & E 22 St,40.7403432,-73.98955109,18997,Subscriber,1989,2
3817,6/1/2013 8:40,6/1/2013 9:44,2004,6 Ave & Broome St,40.724399,-74.004704,307,Canal St & Rutgers St,40.71427487,-73.98990025,18850,Customer,NULL,0
1916,6/1/2013 8:40,6/1/2013 9:12,83,Atlantic Ave & Fort Greene Pl,40.68382604,-73.97632328,83,Atlantic Ave & Fort Greene Pl,40.68382604,-73.97632328,19993,Subscriber,1960,2
114,6/1/2013 8:40,6/1/2013 8:42,433,E 13 St & Avenue A,40.72955361,-73.98057249,447,8 Ave & W 52 St,40.76370739,-73.9851615,19999,Subscriber,1980,2
512,6/1/2013 8:41,6/1/2013 8:49,473,Rivington St & Chrystie St,40.72110063,-73.9919254,504,1 Ave & E 16 St,40.73221853,-73.98165557,18819,Subscriber,1979,1
1896,6/1/2013 8:41,6/1/2013 9:12,83,Atlantic Ave & Fort Greene Pl,40.68382604,-73.97632328,285,Broadway & E 14 St,40.73454567,-73.99074142,16729,Subscriber,1959,1
444,6/1/2013 8:41,6/1/2013 8:48,537,Lexington Ave & E 24 St,40.74025878,-73.98409214,521,8 Ave & W 31 St N,40.75096735,-73.99444208,20002,Subscriber,1972,1
292,6/1/2013 8:41,6/1/2013 8:46,368,Carmine St & 6 Ave,40.73038599,-74.00214988,383,Greenwich Ave & Charles St,40.735238,-74.000271,15608,Subscriber,1980,2
1266,6/1/2013 8:41,6/1/2013 9:02,151,Cleveland Pl & Spring St,40.72210379,-73.99724901,389,Broadway & Berry St,40.71044554,-73.96525063,18284,Customer,NULL,0
88,6/1/2013 8:41,6/1/2013 8:43,497,E 17 St & Broadway,40.73704984,-73.99009296,483,E 12 St & 3 Ave,40.73223272,-73.98889957,17397,Subscriber,1985,1
11768,6/1/2013 8:42,6/1/2013 11:58,294,Washington Square E,40.73049393,-73.9957214,247,Perry St & Bleecker St,40.73535398,-74.00483091,15183,Subscriber,1959,2
692,6/1/2013 8:42,6/1/2013 8:54,445,E 10 St & Avenue A,40.72740794,-73.98142006,238,Bank St & Washington St,40.7361967,-74.00859207,19935,Subscriber,1978,1
3626,6/1/2013 8:43,6/1/2013 9:43,447,8 Ave & W 52 St,40.76370739,-73.9851615,423,W 54 St & 9 Ave,40.76584941,-73.98690506,20302,Customer,NULL,0
995,6/1/2013 8:43,6/1/2013 9:00,152,Warren St & Church St,40.71473993,-74.00910627,406,Hicks St & Montague St,40.69512845,-73.99595065,18188,Subscriber,1960,1
461,6/1/2013 8:45,6/1/2013 8:52,301,E 2 St & Avenue B,40.72217444,-73.98368779,407,Henry St & Poplar St,40.700469,-73.991454,18669,Subscriber,1967,1
403,6/1/2013 8:45,6/1/2013 8:52,262,Washington Park,40.6917823,-73.9737299,354,Emerson Pl & Myrtle Ave,40.69363137,-73.96223558,16352,Subscriber,1988,1
417,6/1/2013 8:45,6/1/2013 8:52,364,Lafayette Ave & Classon Ave,40.68900443,-73.96023854,300,Shevchenko Pl & E 7 St,40.728145,-73.990214,16019,Subscriber,1985,1
191,6/1/2013 8:45,6/1/2013 8:48,347,Greenwich St & W Houston St,40.728846,-74.008591,368,Carmine St & 6 Ave,40.73038599,-74.00214988,15870,Subscriber,1976,1
783,6/1/2013 8:46,6/1/2013 8:59,2022,E 60 St & York Ave,40.759107,-73.959223,143,Clinton St & Joralemon St,40.69239502,-73.99337909,19497,Subscriber,1967,1
404,6/1/2013 8:47,6/1/2013 8:54,151,Cleveland Pl & Spring St,40.72210379,-73.99724901,293,Lafayette St & E 8 St,40.73020661,-73.99102628,18566,Subscriber,1970,2
1588,6/1/2013 8:47,6/1/2013 9:14,254,W 11 St & 6 Ave,40.73532427,-73.99800419,377,6 Ave & Canal St,40.72243797,-74.00566443,15526,Subscriber,1985,1
406,6/1/2013 8:47,6/1/2013 8:54,423,W 54 St & 9 Ave,40.76584941,-73.98690506,520,W 52 St & 5 Ave,40.75992262,-73.97648516,18350,Subscriber,1961,1
401,6/1/2013 8:47,6/1/2013 8:54,423,W 54 St & 9 Ave,40.76584941,-73.98690506,520,W 52 St & 5 Ave,40.75992262,-73.97648516,19019,Subscriber,1968,1
733,6/1/2013 8:48,6/1/2013 9:00,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,309,Murray St & West St,40.7149787,-74.013012,18947,Subscriber,1974,1
245,6/1/2013 8:48,6/1/2013 8:52,446,W 24 St & 7 Ave,40.74487634,-73.99529885,116,W 17 St & 8 Ave,40.74177603,-74.00149746,20137,Subscriber,1978,1
852,6/1/2013 8:48,6/1/2013 9:02,502,Henry St & Grand St,40.714215,-73.981346,NULL,NULL,NULL,NULL,15721,Subscriber,1992,1
1082,6/1/2013 8:48,6/1/2013 9:06,399,Lafayette Ave & St James Pl,40.68851534,-73.9647628,390,Duffield St & Willoughby St,40.69221589,-73.9842844,15692,Subscriber,1963,2
707,6/1/2013 8:48,6/1/2013 9:00,363,West Thames St,40.70834698,-74.01713445,268,Howard St & Centre St,40.71910537,-73.99973337,18809,Subscriber,1975,1
1264,6/1/2013 8:49,6/1/2013 9:10,363,West Thames St,40.70834698,-74.01713445,514,12 Ave & W 40 St,40.76087502,-74.00277668,18511,Subscriber,1980,1
1891,6/1/2013 8:49,6/1/2013 9:20,427,Bus Slip & State St,40.701907,-74.013942,315,South St & Gouverneur Ln,40.70355377,-74.00670227,18029,Customer,NULL,0
1894,6/1/2013 8:49,6/1/2013 9:20,427,Bus Slip & State St,40.701907,-74.013942,315,South St & Gouverneur Ln,40.70355377,-74.00670227,19764,Customer,NULL,0
438,6/1/2013 8:49,6/1/2013 8:56,468,Broadway & W 56 St,40.7652654,-73.98192338,522,E 51 St & Lexington Ave,40.75714758,-73.97207836,15334,Subscriber,1977,1
278,6/1/2013 8:50,6/1/2013 8:54,392,Jay St & Tech Pl,40.695065,-73.987167,438,St Marks Pl & 1 Ave,40.72779126,-73.98564945,16100,Subscriber,1973,1
610,6/1/2013 8:50,6/1/2013 9:00,516,E 47 St & 1 Ave,40.75206862,-73.96784384,445,E 10 St & Avenue A,40.72740794,-73.98142006,20329,Subscriber,1986,1
939,6/1/2013 8:50,6/1/2013 9:06,361,Allen St & Hester St,40.71605866,-73.99190759,497,E 17 St & Broadway,40.73704984,-73.99009296,16249,Subscriber,1974,2
552,6/1/2013 8:50,6/1/2013 9:00,432,E 7 St & Avenue A,40.72621788,-73.98379855,497,E 17 St & Broadway,40.73704984,-73.99009296,19095,Subscriber,1969,1
515,6/1/2013 8:51,6/1/2013 8:59,402,Broadway & E 22 St,40.7403432,-73.98955109,375,Mercer St & Bleecker St S,40.72679454,-73.99695094,15629,Subscriber,1986,1
89,6/1/2013 8:51,6/1/2013 8:52,475,E 15 St & Irving Pl,40.73524276,-73.98758561,314,Cadman Plaza West & Montague St,40.69383,-73.990539,14886,Subscriber,1971,1
298,6/1/2013 8:52,6/1/2013 8:57,417,Barclay St & Church St,40.71291224,-74.01020234,330,Reade St & Broadway,40.71450451,-74.00562789,19421,Subscriber,1987,1
445,6/1/2013 8:52,6/1/2013 8:59,498,Broadway & W 32 St,40.74854862,-73.98808416,465,Broadway & W 41 St,40.75513557,-73.98658032,17017,Subscriber,1969,1
973,6/1/2013 8:52,6/1/2013 9:08,369,Washington Pl & 6 Ave,40.73224119,-74.00026394,493,W 45 St & 6 Ave (1),40.7568001,-73.98291153,17374,Subscriber,1985,1
1358,6/1/2013 8:52,6/1/2013 9:15,363,West Thames St,40.70834698,-74.01713445,303,Mercer St & Spring St,40.72362738,-73.99949601,18396,Subscriber,1977,1
769,6/1/2013 8:49,6/1/2013 9:02,449,W 52 St & 9 Ave,40.76461837,-73.98789473,391,Clark St & Henry St,40.69760127,-73.99344559,18013,Subscriber,1977,1
692,6/1/2013 8:52,6/1/2013 9:03,449,W 52 St & 9 Ave,40.76461837,-73.98789473,492,W 33 St & 7 Ave,40.75019995,-73.99093085,20200,Subscriber,1955,1
515,6/1/2013 8:53,6/1/2013 9:02,527,E 33 St & 2 Ave,40.744023,-73.976056,485,W 37 St & 5 Ave,40.75038009,-73.98338988,16136,Subscriber,1968,1
1775,6/1/2013 8:53,6/1/2013 9:23,253,W 13 St & 5 Ave,40.73543934,-73.99453948,514,12 Ave & W 40 St,40.76087502,-74.00277668,19782,Subscriber,1970,1
1543,6/1/2013 8:53,6/1/2013 9:19,285,Broadway & E 14 St,40.73454567,-73.99074142,276,Duane St & Greenwich St,40.71748752,-74.0104554,15020,Customer,NULL,0
566,6/1/2013 8:54,6/1/2013 9:03,537,Lexington Ave & E 24 St,40.74025878,-73.98409214,324,DeKalb Ave & Hudson Ave,40.689888,-73.981013,19539,Subscriber,1955,2
1964,6/1/2013 8:54,6/1/2013 9:26,301,E 2 St & Avenue B,40.72217444,-73.98368779,459,W 20 St & 11 Ave,40.746745,-74.007756,16620,Subscriber,1979,2
261,6/1/2013 8:54,6/1/2013 8:58,479,9 Ave & W 45 St,40.76019252,-73.9912551,406,Hicks St & Montague St,40.69512845,-73.99595065,19967,Subscriber,1986,2
464,6/1/2013 8:54,6/1/2013 9:02,527,E 33 St & 2 Ave,40.744023,-73.976056,485,W 37 St & 5 Ave,40.75038009,-73.98338988,20031,Subscriber,1975,2
137,6/1/2013 8:55,6/1/2013 8:57,2006,Central Park S & 6 Ave,40.76590936,-73.97634151,2006,Central Park S & 6 Ave,40.76590936,-73.97634151,16569,Subscriber,1982,2
681,6/1/2013 8:52,6/1/2013 9:03,522,E 51 St & Lexington Ave,40.75714758,-73.97207836,492,W 33 St & 7 Ave,40.75019995,-73.99093085,18825,Subscriber,1968,1
1280,6/1/2013 8:56,6/1/2013 9:17,505,6 Ave & W 33 St,40.74901271,-73.98848395,462,W 22 St & 10 Ave,40.74691959,-74.00451887,19393,Customer,NULL,0
427,6/1/2013 8:56,6/1/2013 9:03,363,West Thames St,40.70834698,-74.01713445,260,Broad St & Bridge St,40.70365182,-74.01167797,15588,Subscriber,1978,1
971,6/1/2013 8:57,6/1/2013 9:13,295,Pike St & E Broadway,40.71406667,-73.99293911,444,Broadway & W 24 St,40.7423543,-73.98915076,19360,Customer,NULL,0
1928,6/1/2013 8:57,6/1/2013 9:29,251,Mott St & Prince St,40.72317958,-73.99480012,259,South St & Whitehall St,40.70122128,-74.01234218,18886,Subscriber,1978,2
1183,6/1/2013 8:57,6/1/2013 9:17,505,6 Ave & W 33 St,40.74901271,-73.98848395,394,E 9 St & Avenue C,40.72521311,-73.97768752,14804,Customer,NULL,0
344,6/1/2013 8:57,6/1/2013 9:03,334,W 20 St & 7 Ave,40.74238787,-73.99726235,497,E 17 St & Broadway,40.73704984,-73.99009296,18158,Subscriber,1954,1
417,6/1/2013 8:57,6/1/2013 9:04,497,E 17 St & Broadway,40.73704984,-73.99009296,491,E 24 St & Park Ave S,40.74096374,-73.98602213,17578,Subscriber,1976,1
547,6/1/2013 8:58,6/1/2013 9:07,394,E 9 St & Avenue C,40.72521311,-73.97768752,116,W 17 St & 8 Ave,40.74177603,-74.00149746,18259,Subscriber,1982,2
1225,6/1/2013 8:55,6/1/2013 9:16,534,Water - Whitehall Plaza,40.70255065,-74.0127234,528,2 Ave & E 31 St,40.74290902,-73.97706058,17074,Subscriber,1983,1
956,6/1/2013 8:42,6/1/2013 8:58,2004,6 Ave & Broome St,40.724399,-74.004704,509,9 Ave & W 22 St,40.7454973,-74.00197139,19141,Subscriber,1945,2
479,6/1/2013 8:58,6/1/2013 9:06,345,W 13 St & 6 Ave,40.73649403,-73.99704374,518,E 39 St & 2 Ave,40.74780373,-73.9734419,17086,Subscriber,1973,1
266,6/1/2013 8:59,6/1/2013 9:03,493,W 45 St & 6 Ave (1),40.7568001,-73.98291153,447,8 Ave & W 52 St,40.76370739,-73.9851615,19733,Subscriber,1985,1
1040,6/1/2013 8:59,6/1/2013 9:16,453,W 22 St & 8 Ave,40.74475148,-73.99915362,511,E 14 St & Avenue B,40.72938685,-73.97772429,19230,Subscriber,1989,1
1692,6/1/2013 8:59,6/1/2013 9:28,337,Old Slip & Front St,40.7037992,-74.00838676,2008,Little West St & 1 Pl,40.70569254,-74.01677685,17436,Subscriber,1958,1
286,6/1/2013 9:00,6/1/2013 9:05,3020,NYCBS Test,40.6466068,-74.01597,521,8 Ave & W 31 St N,40.75096735,-73.99444208,19500,Subscriber,1990,1
789,6/1/2013 9:00,6/1/2013 9:13,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,2004,6 Ave & Broome St,40.724399,-74.004704,15154,Subscriber,1978,1
252,6/1/2013 9:00,6/1/2013 9:05,262,Washington Park,40.6917823,-73.9737299,300,Shevchenko Pl & E 7 St,40.728145,-73.990214,18664,Subscriber,1970,1
230,6/1/2013 9:01,6/1/2013 9:04,143,Clinton St & Joralemon St,40.69239502,-73.99337909,406,Hicks St & Montague St,40.69512845,-73.99595065,16719,Subscriber,1967,1
168,6/1/2013 9:01,6/1/2013 9:04,254,W 11 St & 6 Ave,40.73532427,-73.99800419,324,DeKalb Ave & Hudson Ave,40.689888,-73.981013,17000,Subscriber,1979,1
652,6/1/2013 9:01,6/1/2013 9:12,366,Clinton Ave & Myrtle Ave,40.693261,-73.968896,324,DeKalb Ave & Hudson Ave,40.689888,-73.981013,19742,Customer,NULL,0
851,6/1/2013 9:01,6/1/2013 9:15,356,Bialystoker Pl & Delancey St,40.71622644,-73.98261206,293,Lafayette St & E 8 St,40.73020661,-73.99102628,17081,Subscriber,1961,2
334,6/1/2013 9:01,6/1/2013 9:07,261,Johnson St & Gold St,40.69474881,-73.98362464,300,Shevchenko Pl & E 7 St,40.728145,-73.990214,18847,Subscriber,1981,1
219,6/1/2013 9:01,6/1/2013 9:05,309,Murray St & West St,40.7149787,-74.013012,152,Warren St & Church St,40.71473993,-74.00910627,18947,Subscriber,1979,1
1429,6/1/2013 9:02,6/1/2013 9:25,314,Cadman Plaza West & Montague St,40.69383,-73.990539,426,West St & Chambers St,40.71754834,-74.01322069,16318,Subscriber,1987,2
2392,6/1/2013 9:02,6/1/2013 9:42,509,9 Ave & W 22 St,40.7454973,-74.00197139,463,9 Ave & W 16 St,40.74206539,-74.00443172,15309,Subscriber,1960,2
406,6/1/2013 8:59,6/1/2013 9:06,522,E 51 St & Lexington Ave,40.75714758,-73.97207836,509,9 Ave & W 22 St,40.7454973,-74.00197139,20181,Subscriber,1970,1
986,6/1/2013 9:02,6/1/2013 9:19,537,Lexington Ave & E 24 St,40.74025878,-73.98409214,486,Broadway & W 29 St,40.7462009,-73.98855723,19629,Subscriber,1981,1
1365,6/1/2013 9:02,6/1/2013 9:25,376,John St & William St,40.70862144,-74.00722156,376,John St & William St,40.70862144,-74.00722156,19980,Customer,NULL,0
543,6/1/2013 9:03,6/1/2013 9:12,368,Carmine St & 6 Ave,40.73038599,-74.00214988,249,Harrison St & Hudson St,40.71870987,-74.0090009,16808,Subscriber,1975,1
1854,6/1/2013 9:03,6/1/2013 9:34,350,Clinton St & Grand St,40.71559509,-73.9870295,520,W 52 St & 5 Ave,40.75992262,-73.97648516,16650,Customer,NULL,0
425,6/1/2013 9:04,6/1/2013 9:11,430,York St & Jay St,40.7014851,-73.98656928,331,Pike St & Monroe St,40.71173107,-73.99193043,16982,Subscriber,1946,1
454,6/1/2013 9:04,6/1/2013 9:11,494,W 26 St & 8 Ave,40.74734825,-73.99723551,247,Perry St & Bleecker St,40.73535398,-74.00483091,15273,Subscriber,1957,1
603,6/1/2013 9:04,6/1/2013 9:14,262,Washington Park,40.6917823,-73.9737299,384,Fulton St & Washington Ave,40.683048,-73.964915,17202,Subscriber,1961,1
477,6/1/2013 9:04,6/1/2013 9:12,487,E 20 St & FDR Drive,40.73314259,-73.97573881,2009,Catherine St & Monroe St,40.71117444,-73.99682619,16287,Subscriber,1982,1
442,6/1/2013 9:04,6/1/2013 9:12,475,E 15 St & Irving Pl,40.73524276,-73.98758561,536,1 Ave & E 30 St,40.74144387,-73.97536082,17955,Subscriber,1970,1
1961,6/1/2013 9:05,6/1/2013 9:37,315,South St & Gouverneur Ln,40.70355377,-74.00670227,315,South St & Gouverneur Ln,40.70355377,-74.00670227,17184,Customer,NULL,0
562,6/1/2013 9:05,6/1/2013 9:14,305,E 58 St & 3 Ave,40.76095756,-73.96724467,152,Warren St & Church St,40.71473993,-74.00910627,17408,Subscriber,1960,1
366,6/1/2013 9:05,6/1/2013 9:11,2003,1 Ave & E 18 St,40.73381219,-73.98054421,496,E 16 St & 5 Ave,40.73726186,-73.99238967,15289,Subscriber,1989,1
483,6/1/2013 9:05,6/1/2013 9:13,435,W 21 St & 6 Ave,40.74173969,-73.99415556,445,E 10 St & Avenue A,40.72740794,-73.98142006,15828,Subscriber,1979,1
16819,6/1/2013 9:05,6/1/2013 13:46,483,E 12 St & 3 Ave,40.73223272,-73.98889957,NULL,NULL,NULL,NULL,15696,Subscriber,1972,1
1432,6/1/2013 9:05,6/1/2013 9:29,285,Broadway & E 14 St,40.73454567,-73.99074142,507,E 25 St & 2 Ave,40.73912601,-73.97973776,19161,Subscriber,1951,1
1275,6/1/2013 9:05,6/1/2013 9:27,298,3 Ave & Schermerhorn St,40.68683208,-73.9796772,2002,Wythe Ave & Metropolitan Ave,40.716887,-73.963198,17585,Subscriber,1995,2
1960,6/1/2013 9:06,6/1/2013 9:38,260,Broad St & Bridge St,40.70365182,-74.01167797,507,E 25 St & 2 Ave,40.73912601,-73.97973776,18598,Subscriber,1978,1
1250,6/1/2013 9:06,6/1/2013 9:27,310,State St & Smith St,40.68926942,-73.98912867,217,Old Fulton St,40.70277159,-73.99383605,16988,Customer,NULL,0
1232,6/1/2013 9:06,6/1/2013 9:27,310,State St & Smith St,40.68926942,-73.98912867,217,Old Fulton St,40.70277159,-73.99383605,18879,Customer,NULL,0
976,6/1/2013 9:07,6/1/2013 9:23,417,Barclay St & Church St,40.71291224,-74.01020234,79,Franklin St & W Broadway,40.71911552,-74.00666661,18292,Subscriber,1987,2
1030,6/1/2013 9:07,6/1/2013 9:24,290,2 Ave & E 58 St,40.76020258,-73.96478473,515,W 43 St & 10 Ave,40.76009437,-73.99461843,16671,Subscriber,1962,1
594,6/1/2013 9:07,6/1/2013 9:17,482,W 15 St & 7 Ave,40.73935542,-73.99931783,521,8 Ave & W 31 St N,40.75096735,-73.99444208,17731,Subscriber,1985,2
344,6/1/2013 9:08,6/1/2013 9:13,435,W 21 St & 6 Ave,40.74173969,-73.99415556,281,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,17588,Customer,NULL,0
1126,6/1/2013 9:08,6/1/2013 9:27,2006,Central Park S & 6 Ave,40.76590936,-73.97634151,377,6 Ave & Canal St,40.72243797,-74.00566443,19100,Customer,NULL,0
441,6/1/2013 9:09,6/1/2013 9:16,334,W 20 St & 7 Ave,40.74238787,-73.99726235,492,W 33 St & 7 Ave,40.75019995,-73.99093085,17205,Subscriber,1962,1
85,6/1/2013 9:09,6/1/2013 9:10,350,Clinton St & Grand St,40.71559509,-73.9870295,350,Clinton St & Grand St,40.71559509,-73.9870295,16997,Subscriber,1955,2
1048,6/1/2013 9:09,6/1/2013 9:27,290,2 Ave & E 58 St,40.76020258,-73.96478473,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,19504,Subscriber,1963,2
1391,6/1/2013 9:10,6/1/2013 9:33,488,W 39 St & 9 Ave,40.75645824,-73.99372222,285,Broadway & E 14 St,40.73454567,-73.99074142,15048,Subscriber,1948,1
858,6/1/2013 9:10,6/1/2013 9:24,401,Allen St & Rivington St,40.72019576,-73.98997825,327,Vesey Pl & River Terrace,40.7153379,-74.01658354,14996,Subscriber,1976,1
567,6/1/2013 9:10,6/1/2013 9:19,509,9 Ave & W 22 St,40.7454973,-74.00197139,526,E 33 St & 5 Ave,40.74765947,-73.98490707,14574,Subscriber,1951,1
1982,6/1/2013 9:09,6/1/2013 9:42,79,Franklin St & W Broadway,40.71911552,-74.00666661,462,W 22 St & 10 Ave,40.74691959,-74.00451887,18857,Subscriber,1984,2
1422,6/1/2013 9:10,6/1/2013 9:34,2006,Central Park S & 6 Ave,40.76590936,-73.97634151,491,E 24 St & Park Ave S,40.74096374,-73.98602213,19896,Subscriber,1979,1
1164,6/1/2013 9:08,6/1/2013 9:28,316,Fulton St & William St,40.70955958,-74.00653609,459,W 20 St & 11 Ave,40.746745,-74.007756,17473,Subscriber,1986,1
895,6/1/2013 9:10,6/1/2013 9:25,514,12 Ave & W 40 St,40.76087502,-74.00277668,392,Jay St & Tech Pl,40.695065,-73.987167,15184,Subscriber,1980,1
1551,6/1/2013 9:11,6/1/2013 9:36,336,Sullivan St & Washington Sq,40.73047747,-73.99906065,2006,Central Park S & 6 Ave,40.76590936,-73.97634151,20262,Subscriber,1955,1
544,6/1/2013 9:11,6/1/2013 9:20,247,Perry St & Bleecker St,40.73535398,-74.00483091,426,West St & Chambers St,40.71754834,-74.01322069,17984,Subscriber,1976,1
315,6/1/2013 9:11,6/1/2013 9:16,334,W 20 St & 7 Ave,40.74238787,-73.99726235,345,W 13 St & 6 Ave,40.73649403,-73.99704374,20231,Subscriber,1975,1
952,6/1/2013 9:11,6/1/2013 9:27,348,W Broadway & Spring St,40.72490985,-74.00154702,377,6 Ave & Canal St,40.72243797,-74.00566443,16641,Customer,NULL,0
349,6/1/2013 9:11,6/1/2013 9:17,439,E 4 St & 2 Ave,40.7262807,-73.98978041,497,E 17 St & Broadway,40.73704984,-73.99009296,19618,Subscriber,1954,1
454,6/1/2013 9:09,6/1/2013 9:16,258,DeKalb Ave & Vanderbilt Ave,40.68940747,-73.96885458,308,St James Pl & Oliver St,40.71307916,-73.99851193,19283,Subscriber,1971,1
2475,6/1/2013 9:12,6/1/2013 9:53,453,W 22 St & 8 Ave,40.74475148,-73.99915362,395,Bond St & Schermerhorn St,40.68807003,-73.98410637,20006,Customer,NULL,0
1154,6/1/2013 9:13,6/1/2013 9:32,146,Hudson St & Reade St,40.71625008,-74.0091059,329,Greenwich St & North Moore St,40.72015227,-74.01036501,16315,Subscriber,1953,1
1755,6/1/2013 9:13,6/1/2013 9:42,356,Bialystoker Pl & Delancey St,40.71622644,-73.98261206,455,1 Ave & E 44 St,40.75001986,-73.96905301,15315,Subscriber,1952,1
18722,6/1/2013 9:13,6/1/2013 14:25,457,Broadway & W 58 St,40.76695317,-73.98169333,528,2 Ave & E 31 St,40.74290902,-73.97706058,16715,Subscriber,1945,1
810,6/1/2013 9:14,6/1/2013 9:27,428,E 3 St & 1 Ave,40.72467721,-73.98783413,2009,Catherine St & Monroe St,40.71117444,-73.99682619,15572,Customer,NULL,0
522,6/1/2013 9:14,6/1/2013 9:22,251,Mott St & Prince St,40.72317958,-73.99480012,458,11 Ave & W 27 St,40.751396,-74.005226,17209,Subscriber,1950,2
2016,6/1/2013 9:14,6/1/2013 9:47,427,Bus Slip & State St,40.701907,-74.013942,401,Allen St & Rivington St,40.72019576,-73.98997825,17392,Subscriber,1985,1
1293,6/1/2013 9:14,6/1/2013 9:35,457,Broadway & W 58 St,40.76695317,-73.98169333,168,W 18 St & 6 Ave,40.73971301,-73.99456405,17769,Subscriber,1980,1
324,6/1/2013 9:12,6/1/2013 9:18,316,Fulton St & William St,40.70955958,-74.00653609,459,W 20 St & 11 Ave,40.746745,-74.007756,16935,Subscriber,1978,1
623,6/1/2013 9:16,6/1/2013 9:26,487,E 20 St & FDR Drive,40.73314259,-73.97573881,321,Cadman Plaza E & Red Cross Pl,40.69991755,-73.98971773,17447,Subscriber,1969,1
363,6/1/2013 9:16,6/1/2013 9:22,487,E 20 St & FDR Drive,40.73314259,-73.97573881,353,S Portland Ave & Hanson Pl,40.68539567,-73.97431458,19726,Subscriber,1976,1
701,6/1/2013 9:16,6/1/2013 9:28,428,E 3 St & 1 Ave,40.72467721,-73.98783413,357,E 11 St & Broadway,40.73261787,-73.99158043,15848,Subscriber,1967,2
643,6/1/2013 9:17,6/1/2013 9:28,448,W 37 St & 10 Ave,40.75660359,-73.9979009,459,W 20 St & 11 Ave,40.746745,-74.007756,19556,Subscriber,1969,1
2653,6/1/2013 9:17,6/1/2013 10:01,377,6 Ave & Canal St,40.72243797,-74.00566443,377,6 Ave & Canal St,40.72243797,-74.00566443,19594,Customer,NULL,0
2309,6/1/2013 9:17,6/1/2013 9:56,512,W 29 St & 9 Ave,40.7500727,-73.99839279,337,Old Slip & Front St,40.7037992,-74.00838676,19518,Subscriber,1984,1
1036,6/1/2013 9:18,6/1/2013 9:35,447,8 Ave & W 52 St,40.76370739,-73.9851615,488,W 39 St & 9 Ave,40.75645824,-73.99372222,15092,Subscriber,1971,1
1102,6/1/2013 9:18,6/1/2013 9:36,392,Jay St & Tech Pl,40.695065,-73.987167,470,W 20 St & 8 Ave,40.74345335,-74.00004031,17220,Subscriber,1967,1
727,6/1/2013 9:18,6/1/2013 9:30,329,Greenwich St & North Moore St,40.72015227,-74.01036501,453,W 22 St & 8 Ave,40.74475148,-73.99915362,15185,Subscriber,1971,1
